Country,Region,Happiness,GDP,Support,Life_Exp,Freedom,Corruption,Generosity,Year
Niger,Sub-Saharan Africa,4.236,6.918,0.607,47.88,0.649,0.749,-0.055,2008
Nigeria,Sub-Saharan Africa,4.939,8.403,0.78,45.16,0.584,0.892,0.119,2008
Rwanda,Sub-Saharan Africa,4.363,7.239,0.486,53.04,0.752,0.286,0.017,2008
Senegal,Sub-Saharan Africa,4.683,7.916,0.756,54.74,0.612,0.879,-0.03,2008
Sierra Leone,Sub-Saharan Africa,2.997,7.215,0.591,42.1,0.716,0.925,0.148,2008
South Africa,Sub-Saharan Africa,5.346,9.444,0.81,49.26,0.749,0.866,-0.095,2008
Tanzania,Sub-Saharan Africa,4.385,7.549,0.774,50.5,0.562,0.93,0.256,2008
Togo,Sub-Saharan Africa,2.808,7.052,0.291,50.18,0.287,0.932,-0.055,2008
Uganda,Sub-Saharan Africa,4.569,7.471,0.813,48.44,0.578,0.848,-0.055,2008
Zambia,Sub-Saharan Africa,4.73,7.918,0.624,47.18,0.717,0.89,0.056,2008
Zimbabwe,Sub-Saharan Africa,3.174,7.461,0.843,44.14,0.344,0.964,-0.09,2008
Austria,Western Europe,7.181,10.887,0.935,71.08,0.879,0.614,0.291,2008
Belgium,Western Europe,7.117,10.789,0.923,70.44,0.887,0.652,0.007,2008
Denmark,Western Europe,7.971,10.88,0.954,70.08,0.97,0.248,0.272,2008
Finland,Western Europe,7.671,10.796,0.951,70.08,0.934,0.217,0.028,2008
France,Western Europe,7.008,10.674,0.935,71.84,0.833,0.669,-0.031,2008
Germany,Western Europe,6.522,10.77,0.923,70.62,0.766,0.758,0,2008
Iceland,Western Europe,6.888,10.861,0.977,72.32,0.885,0.708,0.272,2008
Ireland,Western Europe,7.568,10.929,0.983,70.82,0.894,0.487,0.322,2008
Italy,Western Europe,6.78,10.711,0.88,72.44,0.543,0.946,0.049,2008
Netherlands,Western Europe,7.631,10.899,0.944,71,0.883,0.419,0.365,2008
Norway,Western Europe,7.632,11.042,0.936,71.56,0.947,0.503,0.018,2008
Portugal,Western Europe,5.717,10.384,0.886,70.32,0.646,0.933,-0.217,2008
Spain,Western Europe,7.294,10.579,0.948,72.34,0.834,0.683,-0.15,2008
Sweden,Western Europe,7.516,10.793,0.923,71.62,0.912,0.314,0.125,2008
United Kingdom,Western Europe,6.986,10.689,0.954,70.74,0.759,0.548,0.331,2008
Taiwan Province of China,East Asia,5.548,10.606,0.83,69.14,0.642,0.785,-0.017,2008
Trinidad and Tobago,Latin America and Caribbean,6.696,10.295,0.858,62.08,0.838,0.959,0.087,2008
Albania,Central and Eastern Europe,5.485,9.262,0.833,66.2,0.525,0.864,-0.158,2009
Bosnia and Herzegovina,Central and Eastern Europe,4.963,9.296,0.735,66.48,0.258,0.959,-0.026,2009
Croatia,Central and Eastern Europe,5.433,10.104,0.861,67.64,0.549,0.958,-0.271,2009
Estonia,Central and Eastern Europe,5.138,10.144,0.874,66.24,0.611,0.793,-0.23,2009
Hungary,Central and Eastern Europe,4.895,10.097,0.901,65.4,0.464,0.915,-0.125,2009
Kosovo,Central and Eastern Europe,5.891,9.008,0.83,0,0.506,0.968,0.201,2009
Latvia,Central and Eastern Europe,4.669,9.975,0.807,64.24,0.437,0.942,-0.18,2009
Lithuania,Central and Eastern Europe,5.467,10.05,0.933,64.16,0.496,0.979,-0.303,2009
Montenegro,Central and Eastern Europe,4.801,9.699,0.816,66.8,0.556,0.838,-0.101,2009
North Macedonia,Central and Eastern Europe,4.428,9.464,0.734,64.349,0.552,0.844,-0.042,2009
Poland,Central and Eastern Europe,5.772,10.047,0.917,67.1,0.821,0.898,0.073,2009
Romania,Central and Eastern Europe,5.368,9.949,0.812,64.96,0.606,0.967,-0.196,2009
Serbia,Central and Eastern Europe,4.38,9.568,0.77,66,0.373,0.961,-0.178,2009
Slovenia,Central and Eastern Europe,5.83,10.41,0.919,68.9,0.896,0.804,-0.019,2009
Armenia,Commonwealth of Independent States,4.178,9.111,0.68,65.1,0.441,0.882,-0.214,2009
Azerbaijan,Commonwealth of Independent States,4.574,9.534,0.736,63.02,0.498,0.754,-0.087,2009
Belarus,Commonwealth of Independent States,5.564,9.681,0.908,62,0.679,0.676,-0.203,2009
Georgia,Commonwealth of Independent States,3.801,9.116,0.544,64.88,0.495,0.535,-0.233,2009
Kazakhstan,Commonwealth of Independent States,5.383,9.884,0.893,59.7,0.856,0.845,-0.249,2009
Kyrgyzstan,Commonwealth of Independent States,5.069,8.345,0.855,60.82,0.699,0.896,-0.14,2009
Moldova,Commonwealth of Independent States,5.554,8.984,0.856,61.12,0.551,0.925,-0.099,2009
Russia,Commonwealth of Independent States,5.158,10.044,0.908,60.42,0.617,0.954,-0.283,2009
Tajikistan,Commonwealth of Independent States,4.575,7.682,0.676,61.96,0.744,0.792,0.001,2009
Turkmenistan,Commonwealth of Independent States,6.568,8.989,0.924,59.44,0,0,-0.102,2009
Ukraine,Commonwealth of Independent States,5.166,9.332,0.845,61.68,0.46,0.962,-0.241,2009
Uzbekistan,Commonwealth of Independent States,5.261,8.4,0.905,62.76,0,0.61,0.013,2009
China,East Asia,4.454,8.996,0.798,67.42,0.771,0,-0.16,2009
Hong Kong,East Asia,5.397,10.788,0.835,0,0.918,0.272,0.308,2009
Japan,East Asia,5.845,10.491,0.888,73.68,0.73,0.74,-0.21,2009
South Korea,East Asia,5.648,10.386,0.811,71.1,0.6,0.787,-0.096,2009
Argentina,Latin America and Caribbean,6.424,9.977,0.919,67.18,0.637,0.885,-0.13,2009
Bolivia,Latin America and Caribbean,6.086,8.773,0.831,60.5,0.779,0.763,-0.036,2009
Brazil,Latin America and Caribbean,7.001,9.544,0.913,64.26,0.767,0.723,-0.055,2009
Chile,Latin America and Caribbean,6.494,9.885,0.832,68.84,0.747,0.734,0.149,2009
Colombia,Latin America and Caribbean,6.272,9.351,0.886,65.58,0.757,0.837,-0.055,2009
Costa Rica,Latin America and Caribbean,7.615,9.639,0.9,69.76,0.886,0.787,0.065,2009
Dominican Republic,Latin America and Caribbean,5.432,9.388,0.878,63.52,0.863,0.806,-0.053,2009
Ecuador,Latin America and Caribbean,6.022,9.225,0.779,66.62,0.737,0.774,-0.108,2009
El Salvador,Latin America and Caribbean,6.839,8.883,0.734,63.88,0.671,0.648,-0.103,2009
Guatemala,Latin America and Caribbean,6.452,8.891,0.834,61.76,0.643,0.755,0.197,2009
Honduras,Latin America and Caribbean,6.033,8.474,0.824,65.26,0.661,0.857,0.119,2009
Mexico,Latin America and Caribbean,6.963,9.752,0.868,66.44,0.682,0.764,-0.076,2009
Nicaragua,Latin America and Caribbean,5.353,8.407,0.835,65.16,0.746,0.794,0.07,2009
Panama,Latin America and Caribbean,7.034,9.93,0.905,68.2,0.721,0.889,0.014,2009
Paraguay,Latin America and Caribbean,5.576,9.158,0.9,64.28,0.718,0.857,0.027,2009
Peru,Latin America and Caribbean,5.519,9.145,0.799,66.06,0.638,0.88,-0.079,2009
Uruguay,Latin America and Caribbean,6.296,9.71,0.924,67.86,0.825,0.544,-0.118,2009
Venezuela,Latin America and Caribbean,7.189,9.542,0.945,65.64,0.677,0.828,-0.116,2009
Bahrain,Middle East and North Africa,5.701,10.709,0.904,65.94,0.896,0.506,0.037,2009
Egypt,Middle East and North Africa,5.066,9.213,0.744,59.94,0.611,0.801,-0.1,2009
Iraq,Middle East and North Africa,4.775,9.076,0.862,58.96,0.431,0.854,-0.199,2009
Israel,Middle East and North Africa,7.353,10.425,0.937,72.08,0.593,0.923,0.172,2009
Jordan,Middle East and North Africa,6,9.347,0.899,64.46,0.771,0.739,-0.075,2009
Kuwait,Middle East and North Africa,6.585,11.065,0.926,64.44,0.819,0.675,0.007,2009
Lebanon,Middle East and North Africa,5.206,9.83,0.736,65.08,0.665,0.937,0.071,2009
Palestinian Territories,Middle East and North Africa,4.47,8.329,0.738,62.132,0.468,0.797,-0.085,2009
Qatar,Middle East and North Africa,6.418,11.456,0.894,66.58,0.865,0.184,0.235,2009
Saudi Arabia,Middle East and North Africa,6.148,10.673,0.921,64.22,0.639,0.445,-0.11,2009
Syria,Middle East and North Africa,4.979,8.654,0.842,64,0.748,0.688,0.082,2009
Tunisia,Middle East and North Africa,5.025,9.197,0,64.96,0.781,0.722,-0.119,2009
Turkey,Middle East and North Africa,5.213,9.838,0.755,64.04,0.456,0.853,-0.227,2009
United Arab Emirates,Middle East and North Africa,6.866,10.975,0.885,66.28,0.849,0.339,0.019,2009
Yemen,Middle East and North Africa,4.809,8.278,0.756,54,0.644,0.832,-0.052,2009
Canada,North America and ANZ,7.488,10.697,0.943,72.02,0.915,0.413,0.246,2009
United States,North America and ANZ,7.158,10.888,0.912,68.54,0.831,0.665,0.201,2009
Afghanistan,South Asia,4.402,7.54,0.552,51.2,0.679,0.85,0.19,2009
Bangladesh,South Asia,5.083,7.924,0.528,60.28,0.631,0.776,-0.075,2009
India,South Asia,4.522,8.281,0.653,56.98,0.679,0.895,-0.026,2009
Nepal,South Asia,4.917,7.723,0.813,58.7,0.616,0.95,0.044,2009
Pakistan,South Asia,5.208,8.277,0.522,55.8,0.388,0.874,0.077,2009
Sri Lanka,South Asia,4.212,9.049,0.83,66.02,0.799,0.69,0.306,2009
Cambodia,Southeast Asia,4.111,7.865,0.818,57.7,0.937,0.965,0.152,2009
Indonesia,Southeast Asia,5.472,8.975,0.779,60.26,0.784,0.911,0.191,2009
Malaysia,Southeast Asia,5.385,9.875,0.792,65.44,0.874,0.858,-0.009,2009
Philippines,Southeast Asia,4.88,8.632,0.775,60.4,0.874,0.805,0.004,2009
Singapore,Southeast Asia,6.145,11.149,0.866,74.5,0.776,0.035,-0.075,2009
Thailand,Southeast Asia,5.476,9.508,0.893,65.16,0.868,0.904,0.525,2009
Vietnam,Southeast Asia,5.304,8.483,0.815,66.34,0.834,0.838,-0.062,2009
Burundi,Sub-Saharan Africa,3.792,6.723,0.326,49.66,0.427,0.718,-0.019,2009
Cameroon,Sub-Saharan Africa,4.741,8.029,0.729,47.72,0.698,0.925,-0.017,2009
Chad,Sub-Saharan Africa,3.639,7.364,0.646,44.62,0.401,0.931,0.021,2009
Comoros,Sub-Saharan Africa,3.476,7.952,0.629,54.36,0.508,0.838,-0.074,2009
Congo (Kinshasa),Sub-Saharan Africa,3.984,6.728,0.733,49.34,0.556,0.824,-0.022,2009
Djibouti,Sub-Saharan Africa,4.906,7.927,0.901,53.78,0.649,0.634,0.005,2009
Ghana,Sub-Saharan Africa,4.198,8.174,0.633,53.66,0.757,0.89,0.005,2009
Ivory Coast,Sub-Saharan Africa,4.197,8.209,0.667,45.78,0.76,0.902,-0.153,2009
Kenya,Sub-Saharan Africa,4.27,8.057,0.789,54.18,0.584,0.913,0.1,2009
Malawi,Sub-Saharan Africa,5.148,6.838,0.718,49.02,0.879,0.689,0.176,2009
Mali,Sub-Saharan Africa,3.977,7.622,0.733,47.78,0.634,0.819,0.008,2009
Mauritania,Sub-Saharan Africa,4.5,8.473,0.819,54.22,0.735,0.848,0.039,2009
Niger,Sub-Saharan Africa,4.267,6.898,0.771,48.64,0.88,0.483,-0.009,2009
Nigeria,Sub-Saharan Africa,4.98,8.453,0.722,45.68,0.537,0.913,0.067,2009
Rwanda,Sub-Saharan Africa,4.03,7.273,0.559,54.62,0.766,0.41,-0.001,2009
Senegal,Sub-Saharan Africa,4.335,7.909,0.81,55.42,0.557,0.918,-0.036,2009
Somaliland region,Sub-Saharan Africa,4.991,0,0.88,0,0.746,0.513,0,2009
South Africa,Sub-Saharan Africa,5.218,9.414,0.877,49.88,0.739,0.904,-0.154,2009
Sudan,Sub-Saharan Africa,4.455,8.106,0.911,53.7,0.71,0.701,0.077,2009
Tanzania,Sub-Saharan Africa,3.408,7.572,0.837,51.4,0.607,0.903,0.308,2009
Uganda,Sub-Saharan Africa,4.612,7.505,0.852,49.42,0.76,0.84,-0.037,2009
Zambia,Sub-Saharan Africa,5.26,7.978,0.782,48.64,0.696,0.917,-0.096,2009
Zimbabwe,Sub-Saharan Africa,4.056,7.563,0.806,45.42,0.411,0.931,-0.078,2009
Cyprus,Western Europe,6.833,10.558,0.812,72.16,0.775,0.801,0.054,2009
Denmark,Western Europe,7.683,10.824,0.939,70.24,0.949,0.206,0.264,2009
France,Western Europe,6.283,10.639,0.918,72.02,0.798,0.654,-0.082,2009
Germany,Western Europe,6.641,10.714,0.935,70.76,0.844,0.69,0.127,2009
Greece,Western Europe,6.039,10.491,0.793,71.3,0.443,0.959,-0.293,2009
Ireland,Western Europe,7.046,10.866,0.959,71.16,0.835,0.58,0.315,2009
Italy,Western Europe,6.334,10.652,0.88,72.62,0.701,0.89,0.24,2009
Luxembourg,Western Europe,6.958,11.562,0.939,71.44,0.939,0.432,0.127,2009
Malta,Western Europe,6.328,10.331,0.916,71.38,0.803,0,0.464,2009
Spain,Western Europe,6.199,10.532,0.929,72.62,0.749,0.798,-0.127,2009
Sweden,Western Europe,7.266,10.74,0.903,71.76,0.864,0.292,0.221,2009
Switzerland,Western Europe,7.525,11.055,0.938,72.26,0.891,0.342,0.125,2009
United Kingdom,Western Europe,6.907,10.638,0.964,71.02,0.816,0.559,0.341,2009
Australia,Australia and New Zealand,7.45,10.722,0.955,72.2,0.932,0.366,0.317,2010
New Zealand,Australia and New Zealand,7.224,10.52,0.976,72,0.918,0.321,0.254,2010
Albania,Central and Eastern Europe,5.269,9.303,0.733,66.4,0.569,0.726,-0.172,2010
Bosnia and Herzegovina,Central and Eastern Europe,4.669,9.312,0.773,66.7,0.365,0.933,-0.128,2010
Bulgaria,Central and Eastern Europe,3.912,9.765,0.843,65.7,0.545,0.941,-0.144,2010
Croatia,Central and Eastern Europe,5.596,10.091,0.796,67.9,0.564,0.973,-0.237,2010
Czech Republic,Central and Eastern Europe,6.25,10.419,0.934,68.1,0.779,0.926,-0.042,2010
Hungary,Central and Eastern Europe,4.725,10.106,0.896,65.6,0.514,0.983,-0.145,2010
Kosovo,Central and Eastern Europe,5.177,9.033,0.708,0,0.451,0.967,0.17,2010
Lithuania,Central and Eastern Europe,5.066,10.085,0.882,64.5,0.519,0.962,-0.275,2010
Montenegro,Central and Eastern Europe,5.455,9.724,0.805,67.1,0.552,0.757,-0.206,2010
North Macedonia,Central and Eastern Europe,4.18,9.496,0.687,64.502,0.513,0.856,-0.058,2010
Poland,Central and Eastern Europe,5.887,10.085,0.955,67.3,0.795,0.905,0.002,2010
Romania,Central and Eastern Europe,4.909,9.915,0.689,65.2,0.566,0.974,-0.085,2010
Serbia,Central and Eastern Europe,4.461,9.579,0.726,66.2,0.463,0.965,-0.17,2010
Slovakia,Central and Eastern Europe,6.052,10.169,0.92,66.8,0.636,0.907,-0.101,2010
Slovenia,Central and Eastern Europe,6.083,10.419,0.917,69.2,0.896,0.845,0.029,2010
Armenia,Commonwealth of Independent States,4.368,9.136,0.66,65.2,0.459,0.891,-0.176,2010
Azerbaijan,Commonwealth of Independent States,4.219,9.569,0.687,63.4,0.501,0.858,-0.123,2010
Belarus,Commonwealth of Independent States,5.526,9.758,0.918,62.3,0.7,0.706,-0.163,2010
Georgia,Commonwealth of Independent States,4.102,9.184,0.54,64.8,0.558,0.46,-0.248,2010
Kazakhstan,Commonwealth of Independent States,5.514,9.94,0.904,60.2,0.785,0.823,-0.215,2010
Kyrgyzstan,Commonwealth of Independent States,4.996,8.329,0.885,61.1,0.72,0.926,-0.072,2010
Moldova,Commonwealth of Independent States,5.59,9.054,0.847,61.3,0.598,0.929,-0.088,2010
Russia,Commonwealth of Independent States,5.385,10.087,0.909,61,0.613,0.937,-0.296,2010
Tajikistan,Commonwealth of Independent States,4.381,7.723,0.759,62.4,0.784,0.679,0.062,2010
Ukraine,Commonwealth of Independent States,5.058,9.374,0.884,62.2,0.484,0.954,-0.189,2010
Uzbekistan,Commonwealth of Independent States,5.095,8.445,0.903,63.2,0,0.519,-0.03,2010
China,East Asia,4.653,9.092,0.768,67.6,0.805,0,-0.133,2010
Hong Kong,East Asia,5.643,10.847,0.857,0,0.89,0.256,0.332,2010
Japan,East Asia,6.057,10.532,0.902,73.8,0.772,0.77,-0.14,2010
Mongolia,East Asia,4.586,8.92,0.904,60.2,0.631,0.928,0.099,2010
South Korea,East Asia,6.116,10.447,0.816,71.4,0.677,0.752,-0.033,2010
Argentina,Latin America and Caribbean,6.441,10.066,0.927,67.3,0.73,0.855,-0.126,2010
Bolivia,Latin America and Caribbean,5.781,8.797,0.807,61,0.703,0.781,-0.068,2010
Brazil,Latin America and Caribbean,6.837,9.607,0.906,64.5,0.806,0.656,-0.054,2010
Chile,Latin America and Caribbean,6.636,9.931,0.857,68.9,0.786,0.702,0.108,2010
Colombia,Latin America and Caribbean,6.408,9.384,0.893,65.7,0.816,0.815,-0.05,2010
Costa Rica,Latin America and Caribbean,7.271,9.675,0.915,69.7,0.881,0.763,0.047,2010
Dominican Republic,Latin America and Caribbean,4.735,9.456,0.86,63.8,0.824,0.78,-0.075,2010
Ecuador,Latin America and Caribbean,5.838,9.244,0.839,66.8,0.723,0.806,-0.063,2010
El Salvador,Latin America and Caribbean,6.74,8.9,0.757,64.2,0.669,0.694,-0.064,2010
Guatemala,Latin America and Caribbean,6.29,8.901,0.859,62.1,0.696,0.795,0.166,2010
Haiti,Latin America and Caribbean,3.766,7.384,0.554,32.3,0.373,0.848,0.216,2010
Honduras,Latin America and Caribbean,5.866,8.49,0.803,65.5,0.646,0.82,0.105,2010
Mexico,Latin America and Caribbean,6.802,9.788,0.876,66.5,0.778,0.693,-0.048,2010
Nicaragua,Latin America and Caribbean,5.687,8.436,0.863,65.5,0.792,0.802,0.018,2010
Panama,Latin America and Caribbean,7.321,9.969,0.928,68.3,0.755,0.88,-0.009,2010
Paraguay,Latin America and Caribbean,5.841,9.25,0.889,64.5,0.726,0.78,0.076,2010
Peru,Latin America and Caribbean,5.613,9.217,0.812,66.3,0.757,0.881,-0.06,2010
Uruguay,Latin America and Caribbean,6.062,9.782,0.893,68,0.832,0.471,-0.158,2010
Venezuela,Latin America and Caribbean,7.478,9.717,0.932,65.7,0.768,0.754,-0.155,2010
Algeria,Middle East and North Africa,5.464,9.287,0,64.5,0.593,0.618,-0.205,2010
Bahrain,Middle East and North Africa,5.937,10.706,0.877,66.3,0.862,0.715,-0.001,2010
Egypt,Middle East and North Africa,4.669,9.244,0.769,60,0.486,0.826,-0.076,2010
Iraq,Middle East and North Africa,5.065,9.112,0.854,59.6,0.419,0.859,-0.125,2010
Israel,Middle East and North Africa,7.359,10.461,0.882,72.4,0.561,0.902,0.15,2010
Jordan,Middle East and North Africa,5.57,9.317,0.918,64.7,0.788,0,-0.046,2010
Kuwait,Middle East and North Africa,6.798,10.982,0.893,64.6,0.703,0.486,-0.031,2010
Lebanon,Middle East and North Africa,5.032,9.878,0.721,65.2,0.678,0.949,0.073,2010
Morocco,Middle East and North Africa,4.383,8.746,0,63.5,0.663,0.9,-0.162,2010
Palestinian Territories,Middle East and North Africa,4.703,8.383,0.822,62.25,0.504,0.752,-0.117,2010
Qatar,Middle East and North Africa,6.85,11.52,0,66.7,0,0,0.104,2010
Saudi Arabia,Middle East and North Africa,6.307,10.693,0.88,64.4,0.678,0,-0.033,2010
Syria,Middle East and North Africa,4.465,8.729,0.934,64.1,0.647,0.743,0.008,2010
Tunisia,Middle East and North Africa,5.131,9.222,0.863,65.1,0.624,0.732,-0.135,2010
Turkey,Middle East and North Africa,5.49,9.906,0.795,64.4,0.515,0.811,-0.187,2010
United Arab Emirates,Middle East and North Africa,7.097,10.914,0.912,66.4,0.878,0.355,0.057,2010
Yemen,Middle East and North Africa,4.35,8.453,0.727,54.3,0.659,0.853,-0.104,2010
Canada,North America and ANZ,7.65,10.717,0.954,72.2,0.934,0.413,0.23,2010
United States,North America and ANZ,7.164,10.905,0.926,68.7,0.828,0.69,0.244,2010
Afghanistan,South Asia,4.758,7.647,0.539,51.6,0.6,0.707,0.121,2010
Bangladesh,South Asia,4.858,7.967,0.549,60.7,0.659,0.774,-0.016,2010
India,South Asia,4.989,8.349,0.605,57.4,0.783,0.863,0.058,2010
Nepal,South Asia,4.35,7.765,0.779,59.2,0.519,0.911,0.092,2010
Pakistan,South Asia,5.786,8.27,0.571,56.2,0.364,0.852,0.3,2010
Sri Lanka,South Asia,3.977,9.119,0.814,66.1,0.738,0.769,0.259,2010
Cambodia,Southeast Asia,4.141,7.907,0.697,58.5,0.94,0.896,0.35,2010
Indonesia,Southeast Asia,5.457,9.022,0.816,60.4,0.7,0.954,0.448,2010
Malaysia,Southeast Asia,5.58,9.93,0.839,65.6,0.769,0.844,0.032,2010
Philippines,Southeast Asia,4.942,8.686,0.805,60.6,0.893,0.812,0.033,2010
Singapore,Southeast Asia,6.531,11.267,0.864,74.8,0.846,0.06,-0.018,2010
Thailand,Southeast Asia,6.217,9.576,0.898,65.5,0.86,0.917,0.536,2010
Vietnam,Southeast Asia,5.296,8.535,0.787,66.5,0.831,0.743,-0.006,2010
Botswana,Sub-Saharan Africa,3.553,9.556,0.866,52.9,0.826,0.814,-0.143,2010
Burkina Faso,Sub-Saharan Africa,4.036,7.453,0.773,49.7,0.587,0.767,-0.036,2010
Cameroon,Sub-Saharan Africa,4.554,8.035,0.759,48.3,0.792,0.875,0.002,2010
Central African Republic,Sub-Saharan Africa,3.568,7.091,0.483,42.7,0.69,0.845,-0.036,2010
Chad,Sub-Saharan Africa,3.743,7.457,0.734,45.1,0.505,0.858,0.025,2010
Comoros,Sub-Saharan Africa,3.812,7.965,0.721,54.7,0.529,0.741,0.005,2010
Djibouti,Sub-Saharan Africa,5.006,7.812,0,54.3,0.764,0.597,-0.058,2010
Ghana,Sub-Saharan Africa,4.606,8.225,0.739,54.1,0.891,0.875,0.074,2010
Kenya,Sub-Saharan Africa,4.256,8.111,0.805,55.5,0.635,0.918,0.019,2010
Liberia,Sub-Saharan Africa,4.196,7.258,0.827,51.6,0.819,0.818,-0.038,2010
Mali,Sub-Saharan Africa,3.762,7.642,0.751,48.4,0.749,0.811,-0.028,2010
Mauritania,Sub-Saharan Africa,4.772,8.47,0.857,54.5,0.669,0.727,0.055,2010
Niger,Sub-Saharan Africa,4.101,6.941,0.655,49.4,0.817,0.529,-0.023,2010
Nigeria,Sub-Saharan Africa,4.76,8.504,0.824,46.2,0.565,0.911,0.067,2010
Senegal,Sub-Saharan Africa,4.372,7.917,0.76,56.1,0.777,0.851,-0.077,2010
Sierra Leone,Sub-Saharan Africa,4.134,7.254,0.812,43.9,0.726,0.91,0.012,2010
Somaliland region,Sub-Saharan Africa,4.657,0,0.829,0,0.82,0.471,0,2010
South Africa,Sub-Saharan Africa,4.652,9.43,0.917,50.5,0.739,0.791,-0.202,2010
Sudan,Sub-Saharan Africa,4.435,8.076,0.855,54,0.648,0.737,-0.04,2010
Tanzania,Sub-Saharan Africa,3.229,7.604,0.813,52.3,0.597,0.866,0.139,2010
Uganda,Sub-Saharan Africa,4.193,7.528,0.83,50.4,0.801,0.855,-0.015,2010
Zimbabwe,Sub-Saharan Africa,4.682,7.729,0.857,46.7,0.665,0.828,-0.093,2010
Austria,Western Europe,7.303,10.861,0.914,71.4,0.896,0.546,0.131,2010
Belgium,Western Europe,6.854,10.779,0.931,70.8,0.807,0.697,0.022,2010
Cyprus,Western Europe,6.387,10.551,0.822,72.4,0.755,0.833,0.073,2010
Denmark,Western Europe,7.771,10.839,0.975,70.4,0.944,0.175,0.242,2010
Finland,Western Europe,7.393,10.734,0.935,70.4,0.916,0.413,0.091,2010
France,Western Europe,6.798,10.654,0.943,72.2,0.85,0.623,-0.104,2010
Germany,Western Europe,6.725,10.756,0.939,70.9,0.843,0.688,0.095,2010
Greece,Western Europe,5.84,10.433,0.868,71.5,0.484,0.954,-0.303,2010
Ireland,Western Europe,7.257,10.879,0.973,71.5,0.856,0.618,0.348,2010
Italy,Western Europe,6.354,10.666,0.872,72.8,0.738,0.921,-0.06,2010
Luxembourg,Western Europe,7.097,11.592,0.952,71.7,0.908,0.423,0.096,2010
Malta,Western Europe,5.774,10.361,0.908,71.6,0.802,0,0.287,2010
Netherlands,Western Europe,7.502,10.864,0.957,71.4,0.921,0.399,0.349,2010
Portugal,Western Europe,5.095,10.368,0.864,70.8,0.721,0.948,-0.106,2010
Spain,Western Europe,6.188,10.529,0.95,72.9,0.796,0.84,-0.138,2010
Sweden,Western Europe,7.496,10.79,0.97,71.9,0.905,0.253,0.141,2010
United Kingdom,Western Europe,7.029,10.649,0.955,71.3,0.841,0.587,0.403,2010
Taiwan Province of China,East Asia,6.229,10.691,0.831,69.6,0.677,0.821,0.005,2010
Australia,Australia and New Zealand,7.406,10.733,0.967,72.3,0.945,0.382,0.369,2011
New Zealand,Australia and New Zealand,7.191,10.536,0.954,72.12,0.935,0.269,0.284,2011
Albania,Central and Eastern Europe,5.867,9.331,0.759,66.68,0.487,0.877,-0.205,2011
Bosnia and Herzegovina,Central and Eastern Europe,4.995,9.333,0.725,66.74,0.333,0.925,-0.035,2011
Bulgaria,Central and Eastern Europe,3.875,9.795,0.86,65.8,0.664,0.948,-0.228,2011
Croatia,Central and Eastern Europe,5.385,10.091,0.79,68,0.517,0.977,-0.198,2011
Czech Republic,Central and Eastern Europe,6.331,10.435,0.914,68.24,0.787,0.95,-0.106,2011
Estonia,Central and Eastern Europe,5.487,10.248,0.909,66.96,0.735,0.687,-0.168,2011
Hungary,Central and Eastern Europe,4.918,10.127,0.894,65.76,0.631,0.94,-0.089,2011
Kosovo,Central and Eastern Europe,4.86,9.067,0.759,0,0.589,0.919,0.004,2011
Latvia,Central and Eastern Europe,4.967,10.029,0.836,64.86,0.564,0.934,-0.002,2011
